,EVID,Depi,Hypo,I,Io,QIo,StdI,StdlogR,Ndata
0,1.0,1.0,2.23606797749979,5.765622152524469,5.936395015176067,0.5,0.25,1.2,10.0
1,1.0,1.064811486234934,2.2657942318793753,5.745399394825554,5.936395015176067,0.5,0.25,1.2,10.0
2,1.0,1.1338235012178493,2.2990336517576035,5.72309618291646,5.936395015176067,0.5,0.25,1.2,10.0
3,1.0,1.2073082874598748,2.3361492462959843,5.698567208052981,5.936395015176067,0.5,0.25,1.2,10.0
4,1.0,1.2855557319139024,2.377530975583008,5.671670701690902,5.936395015176067,0.5,0.25,1.2,10.0
5,1.0,1.3688745095370811,2.4235959693934928,5.64227124468061,5.936395015176067,0.5,0.25,1.2,10.0
6,1.0,1.4575933009692958,2.4747885224864303,5.610242731214424,5.936395015176067,0.5,0.25,1.2,10.0
7,1.0,1.5520620891311996,2.5315798878404574,5.575471371901723,5.936395015176067,0.5,0.25,1.2,10.0
8,1.0,1.6526535398566895,2.5944679074524792,5.537858599919853,5.936395015176067,0.5,0.25,1.2,10.0
9,1.0,1.7597644720062264,2.6639765383605303,5.497323732414499,5.936395015176067,0.5,0.25,1.2,10.0
10,1.0,1.873817422860384,2.7406553475793216,5.453806239039791,5.936395015176067,0.5,0.25,1.2,10.0
11,1.0,1.9952623149688797,2.8250790618202126,5.407267482426006,5.936395015176067,0.5,0.25,1.2,10.0
12,1.0,2.124578231030568,2.917847264640317,5.357691821485499,5.936395015176067,0.5,0.25,1.2,10.0
13,1.0,2.2622753038060464,3.0195843340120074,5.305087005974161,5.936395015176067,0.5,0.25,1.2,10.0
14,1.0,2.4088967285183034,3.1309397069675717,5.249483836010659,5.936395015176067,0.5,0.25,1.2,10.0
15,1.0,2.5650209056800453,3.2525885455396413,5.190935108445657,5.936395015176067,0.5,0.25,1.2,10.0
16,1.0,2.731263722800846,3.385232861043378,5.129513917710803,5.936395015176067,0.5,0.25,1.2,10.0
17,1.0,2.908280983975128,3.5296031337462486,5.0653114171162095,5.936395015176067,0.5,0.25,1.2,10.0
18,1.0,3.096770996935353,3.686460444309688,4.998434173770833,5.936395015176067,0.5,0.25,1.2,10.0
19,1.0,3.2974773277759715,3.856599114141443,4.929001264373408,5.936395015176067,0.5,0.25,1.2,10.0
20,1.0,3.511191734215132,4.040849835668317,4.857141259952494,5.936395015176067,0.5,0.25,1.2,10.0
21,1.0,3.73875728896543,4.240083261657975,4.7829892367887235,5.936395015176067,0.5,0.25,1.2,10.0
22,1.0,3.981071705534973,4.455214015578953,4.706683930990979,5.936395015176067,0.5,0.25,1.2,10.0
23,1.0,4.239090879578539,4.6872050824906255,4.628365128869278,5.936395015176067,0.5,0.25,1.2,10.0
24,1.0,4.513832659768977,4.937072541536844,4.548171357701094,5.936395015176067,0.5,0.25,1.2,10.0
25,1.0,4.806380863064391,5.205890605922449,4.466237914621197,5.936395015176067,0.5,0.25,1.2,10.0
26,1.0,5.11788955021074,5.494796943305211,4.382695247345878,5.936395015176067,0.5,0.25,1.2,10.0
27,1.0,5.449587578346137,5.8049982578864325,4.29766768061943,5.936395015176067,0.5,0.25,1.2,10.0
28,1.0,5.802783448666185,6.137776124307095,4.2112724672277935,5.936395015176067,0.5,0.25,1.2,10.0
29,1.0,6.178870468273718,6.494493072111562,4.123619132127035,5.936395015176067,0.5,0.25,1.2,10.0
30,1.0,6.579332246575681,6.876598927582632,4.034809072216789,5.936395015176067,0.5,0.25,1.2,10.0
31,1.0,7.00574854790968,7.285637426920076,3.944935371835145,5.936395015176067,0.5,0.25,1.2,10.0
32,1.0,7.459801523487937,7.7232531209221,3.8540827943510214,5.936395015176067,0.5,0.25,1.2,10.0
33,1.0,7.943282347242816,8.19119859654369,3.7623279124890705,5.936395015176067,0.5,0.25,1.2,10.0
34,1.0,8.45809828175134,8.691342045033378,3.66973934353598,5.936395015176067,0.5,0.25,1.2,10.0
35,1.0,9.006280202112785,9.225675209921967,3.5763780597659425,5.936395015176067,0.5,0.25,1.2,10.0
36,1.0,9.58999060745998,9.796321751104882,3.4822977488416877,5.936395015176067,0.5,0.25,1.2,10.0
37,1.0,10.211532151708521,10.405546063776608,3.3875452032773206,5.936395015176067,0.5,0.25,1.2,10.0
38,1.0,10.873356727196562,11.05576259318509,3.2921607220804527,5.936395015176067,0.5,0.25,1.2,10.0
39,1.0,11.578075137048792,11.749545688202051,3.196178511302051,5.936395015176067,0.5,0.25,1.2,10.0
40,1.0,12.328467394420665,12.489640038659779,3.0996270733569355,5.936395015176067,0.5,0.25,1.2,10.0
